PLAYER_ID,GP,GS,MIN,FGM,FGA,FG3M,FG3A,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,SEASONS,FG_PCT,FG3_PCT,FT_PCT
1630585,12,0,128,5,21,1,4,2,5,9,14,23,7,5,3,2,16,13,1,0.24,0.25,0.4
1630586,71,3,892,79,158,18,48,24,43,103,200,303,63,41,34,39,108,200,2,0.48,0.36,0.62
1630587,51,14,1034,99,237,68,178,33,41,32,98,130,41,26,25,36,98,299,2,0.43,0.39,0.82
1630590,6,0,32,4,12,1,3,5,9,2,2,4,2,2,1,2,3,14,1,0.33,0.33,0.56
1630591,77,58,1962,292,775,74,304,172,230,50,201,251,317,97,31,199,212,830,2,0.39,0.26,0.73
1630593,21,0,168,14,34,2,9,6,10,4,15,19,28,7,3,12,17,36,2,0.53,0.32,0.3
1630595,76,76,2488,522,1255,131,424,178,211,70,358,428,428,88,50,273,234,1353,2,0.42,0.3,0.84
1630596,121,121,4110,749,1422,35,154,297,440,268,768,1036,316,93,186,242,294,1830,2,0.53,0.22,0.68
1630598,91,45,1965,255,537,70,211,96,127,94,218,312,127,49,17,89,158,676,2,0.48,0.34,0.77
1630600,8,0,26,4,8,1,2,0,0,1,10,11,0,1,0,0,2,9,1,0.5,0.5,0.0
1630606,4,0,40,8,17,4,9,0,0,1,4,5,2,2,1,2,1,20,1,0.47,0.44,0.0
1630612,14,0,63,6,18,0,2,3,4,3,4,7,12,1,0,3,2,15,1,0.33,0.0,0.75
1630613,79,10,1362,267,683,121,326,62,85,6,113,119,148,32,7,91,89,717,2,0.39,0.37,0.71
1630624,2,0,8,0,2,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0.0,0.0,0.0
1630625,88,3,929,127,307,26,95,40,61,47,110,157,127,40,22,67,95,320,2,0.42,0.28,0.71
1630631,107,10,1994,311,732,108,333,101,133,48,183,231,318,131,16,113,182,831,2,0.43,0.32,0.75
1630637,6,0,24,2,10,0,1,2,2,1,2,3,5,1,0,3,0,6,2,0.56,0.0,0.5
1630639,1,0,2,1,1,0,0,0,0,0,1,1,0,0,0,0,1,2,1,1.0,0.0,0.0
1630643,4,0,20,0,3,0,2,0,0,1,3,4,1,1,1,1,1,0,1,0.0,0.0,0.0
1630647,24,2,265,43,90,9,31,15,25,21,32,53,13,13,0,14,44,110,2,0.44,0.39,0.56
1630648,6,0,36,2,13,2,7,2,2,2,6,8,1,2,0,1,1,8,2,0.3,0.58,0.5
1630678,58,9,937,164,284,16,56,41,58,117,94,211,50,17,13,32,84,385,2,0.53,0.27,0.71
1630688,82,1,921,93,240,53,157,15,23,60,74,134,52,50,16,31,123,254,2,0.39,0.33,0.66
1630691,13,0,176,18,50,13,39,1,2,6,26,32,7,0,7,5,12,50,1,0.36,0.33,0.5
1630692,39,4,696,95,207,26,65,32,42,34,94,128,98,39,19,34,64,248,2,0.23,0.2,0.38
1630696,5,1,67,5,14,1,6,0,0,1,8,9,5,4,3,1,10,11,1,0.36,0.17,0.0
1630699,34,9,506,73,183,35,107,18,25,32,49,81,23,15,2,33,53,199,1,0.4,0.33,0.72
1630700,39,11,778,69,155,20,60,18,29,28,110,138,96,34,10,43,75,176,1,0.44,0.33,0.62
1630701,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
1630702,25,0,252,49,124,13,52,29,34,1,28,29,14,6,3,15,33,140,1,0.4,0.25,0.85
1630792,23,0,214,24,52,13,36,11,14,11,25,36,8,7,3,3,24,72,2,0.23,0.18,0.39
1630846,22,2,421,58,101,13,29,24,29,34,59,93,19,6,15,22,52,153,1,0.57,0.45,0.83
1631093,50,49,1503,261,621,69,207,171,238,49,151,200,228,48,13,143,154,762,1,0.42,0.33,0.72
1631094,47,47,1586,308,733,60,202,279,368,51,258,309,173,48,22,130,108,955,1,0.42,0.3,0.76
1631095,50,50,1480,209,537,81,265,92,118,59,288,347,54,26,48,73,151,591,1,0.39,0.31,0.78
1631097,54,6,1533,296,694,78,241,279,339,59,167,226,75,32,5,101,110,949,1,0.43,0.32,0.82
1631098,10,0,50,4,13,0,3,3,3,1,6,7,2,0,1,1,12,11,1,0.31,0.0,1.0
1631099,49,47,1450,208,472,120,292,48,61,55,168,223,48,35,26,44,101,584,1,0.44,0.41,0.79
1631100,50,11,1039,189,388,81,198,24,26,23,81,104,54,38,6,32,61,483,1,0.49,0.41,0.92
1631101,52,5,1029,160,338,48,139,28,44,38,88,126,26,17,11,35,87,396,1,0.47,0.34,0.64
1631102,19,0,228,32,85,7,40,4,8,1,21,22,24,8,1,9,23,75,1,0.38,0.18,0.5
1631103,39,6,796,123,279,38,129,28,35,10,58,68,72,19,4,39,55,312,1,0.44,0.3,0.8
1631104,9,0,94,15,32,4,9,4,8,2,6,8,9,1,1,10,16,38,1,0.47,0.44,0.5
1631105,46,21,1140,161,245,0,1,60,97,152,242,394,48,30,39,57,122,382,1,0.66,0.0,0.62
1631106,53,3,1026,179,407,38,106,66,84,124,179,303,50,58,31,56,114,462,1,0.44,0.36,0.79
1631107,15,8,204,28,69,8,35,18,19,9,22,31,10,7,2,10,19,82,1,0.41,0.23,0.95
1631108,33,2,479,43,100,26,61,12,14,7,65,72,17,7,6,11,31,124,1,0.43,0.43,0.86
1631109,24,0,332,66,103,0,0,35,47,36,86,122,6,18,23,19,47,167,1,0.64,0.0,0.74
1631110,45,42,1161,181,396,26,97,57,84,75,143,218,112,34,19,77,117,445,1,0.46,0.27,0.68
1631111,20,2,111,13,31,2,13,4,5,2,12,14,10,5,4,7,12,32,1,0.42,0.15,0.8
1631112,6,0,40,4,7,0,1,1,2,2,4,6,3,4,0,2,9,9,1,0.57,0.0,0.5
1631113,23,0,220,26,66,2,14,5,11,6,24,30,46,10,5,16,13,59,1,0.39,0.14,0.46
1631114,48,35,1380,228,452,40,128,69,91,39,153,192,138,51,26,75,123,565,1,0.5,0.31,0.76
1631115,24,1,345,41,78,0,5,20,27,37,64,101,19,12,11,13,44,102,1,0.53,0.0,0.74
1631116,15,0,127,27,62,22,49,4,6,0,21,21,3,6,1,7,7,80,1,0.44,0.45,0.67
1631117,51,17,1035,172,240,0,0,52,98,144,232,376,39,19,104,39,118,396,1,0.72,0.0,0.53
1631119,20,8,283,37,80,12,26,8,15,17,66,83,25,6,3,15,38,94,1,0.46,0.46,0.53
1631120,5,0,12,1,5,0,2,0,0,0,2,2,1,1,0,1,0,2,1,0.2,0.0,0.0
1631121,22,1,304,27,74,9,26,17,20,8,28,36,21,4,4,9,17,80,1,0.36,0.35,0.85
1631128,48,2,683,74,160,19,54,16,27,32,74,106,31,18,10,20,55,183,1,0.46,0.35,0.59
1631132,44,19,653,60,123,1,9,35,53,70,75,145,22,13,47,18,110,156,1,0.49,0.11,0.66
1631133,33,0,281,26,67,3,17,14,21,29,41,70,16,3,5,11,34,69,1,0.39,0.18,0.67
1631157,12,0,62,7,20,3,9,6,6,3,9,12,6,1,1,16,10,23,1,0.35,0.33,1.0
1631160,9,0,83,9,28,3,15,7,9,3,9,12,11,1,0,7,6,28,1,0.32,0.2,0.78
1631165,5,0,11,1,2,1,2,0,0,0,2,2,1,0,0,0,2,3,1,0.5,0.5,0.0
1631169,7,0,16,3,5,0,1,4,4,2,3,5,2,1,2,0,2,10,1,0.6,0.0,1.0
1631172,19,0,284,32,77,13,45,2,5,8,41,49,26,5,6,12,22,79,1,0.42,0.29,0.4
1631197,1,0,12,1,3,0,1,0,0,0,1,1,0,0,0,0,3,2,1,0.33,0.0,0.0
1631199,3,0,9,3,5,2,3,0,0,1,1,2,0,0,0,0,0,8,1,0.6,0.67,0.0
1631205,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0
1631207,19,0,60,6,16,1,4,3,4,1,6,7,7,1,2,4,5,16,1,0.38,0.25,0.75
1631211,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0.0,0.0,0.0
1631212,8,0,19,4,11,0,1,0,0,2,1,3,0,0,0,1,1,8,1,0.36,0.0,0.0
1631213,12,0,44,6,16,1,5,2,2,2,4,6,0,1,0,1,2,15,1,0.38,0.2,1.0
1631214,1,0,5,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,0.0,0.0,0.0
1631216,30,2,496,40,105,28,77,11,13,21,48,69,18,5,3,10,43,119,1,0.38,0.36,0.85
1631217,14,1,162,20,39,1,2,10,16,28,16,44,3,5,5,8,13,51,1,0.51,0.5,0.62
1631220,4,0,8,2,4,0,0,0,0,1,0,1,0,0,0,0,1,4,1,0.5,0.0,0.0
1631222,29,0,380,34,86,21,62,7,9,16,43,59,21,12,4,18,47,96,1,0.4,0.34,0.78
1631223,44,1,789,107,260,37,131,29,47,29,91,120,29,21,12,41,67,280,1,0.41,0.28,0.62
1631230,5,0,33,5,10,0,4,4,4,2,4,6,4,1,0,1,6,14,1,0.5,0.0,1.0
1631246,9,0,49,3,13,1,9,0,0,2,5,7,3,4,1,1,6,7,1,0.23,0.11,0.0
1631254,7,0,29,7,17,0,3,3,5,1,3,4,4,0,0,2,4,17,1,0.41,0.0,0.6
1631260,24,0,219,37,84,28,70,4,4,4,22,26,11,5,0,7,23,106,1,0.44,0.4,1.0
1631288,13,0,181,25,48,2,11,12,16,12,26,38,8,8,0,4,15,64,1,0.52,0.18,0.75
1631298,11,0,34,3,9,1,3,0,0,3,4,7,0,1,2,1,5,7,1,0.33,0.33,0.0
1631306,5,0,37,3,9,3,8,0,0,1,6,7,4,0,0,0,3,9,1,0.33,0.38,0.0
1631309,2,0,10,1,1,1,1,3,3,0,0,0,3,0,0,0,0,6,1,1.0,1.0,1.0
1631320,2,0,8,1,2,0,0,0,2,2,0,2,1,0,0,2,2,2,1,0.5,0.0,0.0
1631323,26,0,211,30,79,21,57,9,14,11,17,28,8,3,5,14,22,90,1,0.38,0.37,0.64
